area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,is_luxury
Built-up  Area,Ready To Move,Singasandra,4 Bedroom,3850.0,6.0,3.0,195.0,4,5064.935064935065,True
Plot  Area,Ready To Move,Kogilu,7 Bedroom,925.0,7.0,3.0,88.0,7,9513.513513513513,False
Super built-up  Area,16-Dec,Yelachenahalli,2 BHK,2400.0,1.0,1.0,150.0,2,6250.0,False
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1290.0,2.0,3.0,100.0,2,7751.937984496124,False
Built-up  Area,Ready To Move,Yelahanka,6 Bedroom,3770.0,6.0,3.0,110.0,6,2917.7718832891246,True
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,1390.0,3.0,1.0,120.0,3,8633.093525179856,False
Plot  Area,Ready To Move,Tavarekere,4 Bedroom,1200.0,4.0,2.0,72.0,4,6000.0,False
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,1.0,33.0,2,3905.3254437869823,False
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1537.0,3.0,3.0,120.0,3,7807.417046193884,False
Super built-up  Area,Ready To Move,Immadihalli,2 BHK,1135.0,2.0,2.0,68.0,2,5991.1894273127755,False
Super built-up  Area,19-Dec,Hoodi,3 BHK,1512.0,3.0,2.0,75.77,3,5011.243386243386,False
Super built-up  Area,Ready To Move,Srinivasa Nagar,2 BHK,900.0,2.0,1.0,55.0,2,6111.111111111111,False
Super built-up  Area,Ready To Move,Jigani,3 BHK,1230.0,3.0,3.0,54.0,3,4390.243902439024,False
Super built-up  Area,18-Apr,Thirumenahalli,3 BHK,1378.0,2.0,3.0,42.33,3,3071.843251088534,False
Super built-up  Area,17-Oct,Whitefield,2 BHK,1277.0,2.0,1.0,61.3,2,4800.313234142522,False
Super built-up  Area,19-Jun,Hebbal,3 BHK,1985.0,4.0,2.0,189.0,3,9521.410579345089,False
Plot  Area,Ready To Move,Kengeri,5 Bedroom,8000.0,5.0,2.0,500.0,5,6250.0,True
Super built-up  Area,Ready To Move,KPC Layout,2 BHK,1210.0,2.0,2.0,62.0,2,5123.966942148761,False
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,890.0,2.0,2.0,40.0,2,4494.38202247191,False
Plot  Area,Ready To Move,JP Nagar,9 Bedroom,2550.0,9.0,0.0,360.0,9,14117.64705882353,True
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,1200.0,5.0,2.0,110.0,4,9166.666666666666,False
Built-up  Area,Ready To Move,Ardendale,4 BHK,3198.0,4.0,3.0,200.0,4,6253.908692933083,True
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,1464.0,3.0,2.0,56.0,3,3825.136612021858,False
Super built-up  Area,Ready To Move,Hebbal,4 BHK,2483.0,5.0,2.0,215.0,4,8658.880386629078,True
Plot  Area,Ready To Move,Begur,4 Bedroom,1550.0,4.0,2.0,130.0,4,8387.09677419355,False
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,4111.0,4.0,1.0,310.0,4,7540.744344441741,True
Super built-up  Area,Ready To Move,Electronic City,2 BHK,975.0,2.0,2.0,37.5,2,3846.153846153846,False
Super built-up  Area,Ready To Move,Nandi Durga Road,3 BHK,2500.0,3.0,1.0,250.0,3,10000.0,False
Super built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,1690.0,3.0,1.0,125.0,3,7396.449704142012,False
Super built-up  Area,18-May,Hosa Road,2 BHK,1063.0,2.0,1.0,31.89,2,3000.0,False
Plot  Area,Ready To Move,Cooke Town,3 Bedroom,2572.0,3.0,3.0,390.0,3,15163.297045101088,False
Carpet  Area,Ready To Move,Kumara Park,3 BHK,2200.0,4.0,2.0,350.0,3,15909.09090909091,False
Built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,1600.0,3.0,0.0,80.0,3,5000.0,False
Super built-up  Area,18-May,Maruthi Nagar,3 BHK,1250.0,3.0,1.0,39.5,3,3160.0,False
Super built-up  Area,Ready To Move,Bommanahalli,1 BHK,520.0,1.0,0.0,19.5,1,3750.0,False
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,4000.0,5.0,2.0,212.0,4,5300.0,True
Built-up  Area,Ready To Move,Munnekollal,3 BHK,1390.0,3.0,2.0,68.0,3,4892.086330935252,False
Super built-up  Area,18-May,Whitefield,2 BHK,1185.0,2.0,2.0,40.0,2,3375.5274261603377,False
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1219.0,2.0,2.0,48.0,2,3937.653814602133,False
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,1564.0,2.0,1.0,92.0,3,5882.35294117647,False
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3430.0,6.0,0.0,228.5,4,6661.807580174927,True
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,1100.0,2.0,2.0,37.1,2,3372.7272727272725,False
Built-up  Area,Ready To Move,Kothannur,3 BHK,1300.0,2.0,0.0,60.0,3,4615.384615384615,False
Plot  Area,Ready To Move,Chikkabanavar,3 Bedroom,1600.0,2.0,0.0,80.0,3,5000.0,False
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,1600.0,3.0,2.0,75.0,3,4687.5,False
Super built-up  Area,19-Mar,Hennur Road,3 BHK,1482.0,2.0,1.0,92.0,3,6207.827260458839,False
Plot  Area,18-May,Marsur,3 Bedroom,1000.0,4.0,3.0,66.0,3,6600.0,False
Super built-up  Area,Ready To Move,Shampura,2 BHK,1200.0,2.0,3.0,53.0,2,4416.666666666667,False
Plot  Area,Ready To Move,Gubbalala,3 Bedroom,600.0,3.0,2.0,75.0,3,12500.0,False
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1200.0,2.0,0.0,58.0,2,4833.333333333333,False
Plot  Area,Ready To Move,Kereguddadahalli,6 Bedroom,600.0,4.0,0.0,60.0,6,10000.0,False
Built-up  Area,Ready To Move,Nagarbhavi,3 Bedroom,2400.0,3.0,0.0,160.0,3,6666.666666666667,False
Super built-up  Area,19-Dec,Marathahalli,3 BHK,1469.0,3.0,1.0,89.0,3,6058.543226684819,False
Super built-up  Area,22-Mar,Kanakapura,1 BHK,551.0,1.0,1.0,30.0,1,5444.64609800363,False
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,1160.0,2.0,1.0,52.0,2,4482.758620689655,False
Super built-up  Area,Ready To Move,Balagere,2 BHK,1205.0,2.0,1.0,78.5,2,6514.522821576764,False
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1550.0,2.0,3.0,52.0,3,3354.8387096774195,False
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,1745.0,3.0,2.0,125.0,3,7163.323782234957,False
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1028.0,2.0,1.0,42.0,2,4085.603112840467,False
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1700.0,3.0,1.0,180.0,3,10588.235294117647,False
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1200.0,2.0,1.0,34.0,3,2833.3333333333335,False
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,2700.0,4.0,1.0,270.0,3,10000.0,False
Built-up  Area,Ready To Move,Kallumantapa,2 BHK,1100.0,2.0,2.0,50.0,2,4545.454545454545,False
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,1200.0,3.0,1.0,72.0,2,6000.0,False
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,1269.72,2.0,2.0,68.0,2,5355.511451343603,False
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1266.0,2.0,2.0,59.0,2,4660.347551342812,False
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1060.0,2.0,1.0,62.0,2,5849.056603773585,False
Plot  Area,Ready To Move,Malimakanapura,3 Bedroom,1168.0,3.0,0.0,70.0,3,5993.1506849315065,False
Super built-up  Area,Ready To Move,Medahalli,2 BHK,1552.0,2.0,1.0,51.0,2,3286.082474226804,False
Super built-up  Area,18-May,Talaghattapura,3 BHK,2038.5,3.0,0.0,120.0,3,5886.681383370125,False
Super built-up  Area,Ready To Move,Attibele,1 BHK,500.0,1.0,1.0,17.0,1,3400.0,False
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1080.0,2.0,2.0,43.2,2,4000.0,False
Plot  Area,Ready To Move,Kattigenahalli,4 Bedroom,2100.0,4.0,2.0,155.0,4,7380.952380952381,True
Super built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,1300.0,2.0,2.0,65.0,2,5000.0,False
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,920.0,2.0,2.0,33.0,2,3586.9565217391305,False
Plot  Area,Ready To Move,New Thippasandra,4 Bedroom,817.0,2.0,1.0,120.0,4,14687.882496940025,False
Built-up  Area,Ready To Move,Harlur,2 BHK,1310.0,2.0,1.0,50.0,2,3816.793893129771,False
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,1650.0,2.0,1.0,75.0,3,4545.454545454545,False
Super built-up  Area,Ready To Move,Garden Layout,3 BHK,1515.0,3.0,3.0,93.93,3,6200.0,False
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,1.0,53.8,2,4649.956784788245,False
Super built-up  Area,Ready To Move,Viswapriyanagar.begur Road.bommanahalli.,4 BHK,2400.0,5.0,1.0,85.0,4,3541.6666666666665,True
Super built-up  Area,Ready To Move,Konanakunte,4 BHK,3000.0,4.0,3.0,160.0,4,5333.333333333333,True
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,2200.0,2.0,1.0,162.0,3,7363.636363636364,False
Built-up  Area,19-Dec,"Hoodi Circle, ",2 BHK,1243.0,2.0,1.0,58.0,2,4666.130329847144,False
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,1530.0,2.0,2.0,74.39,3,4862.091503267974,False
Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,2070.0,3.0,3.0,162.0,3,7826.086956521739,False
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1815.0,3.0,2.0,82.0,3,4517.906336088155,False
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3900.0,4.0,3.0,300.0,4,7692.307692307692,True
Super built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1000.0,2.0,1.0,28.88,2,2888.0,False
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1232.0,2.0,2.0,89.0,2,7224.025974025974,False
Super built-up  Area,19-Dec,Binny Pete,3 BHK,1282.0,3.0,2.0,178.0,3,13884.555382215289,False
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,654.0,1.0,1.0,38.4,1,5871.559633027523,False
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1181.0,2.0,0.0,55.0,2,4657.070279424217,False
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,1200.0,4.0,2.0,245.0,4,20416.666666666668,False
Super built-up  Area,Ready To Move,T K Reddy Layout,3 BHK,1616.0,3.0,1.0,75.0,3,4641.089108910891,False
Plot  Area,Ready To Move,Kumbena Agrahara,6 Bedroom,1200.0,4.0,1.0,135.0,6,11250.0,False
Super built-up  Area,20-Dec,Whitefield,3 BHK,1306.0,3.0,2.0,54.65,3,4184.532924961715,False
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1626.0,3.0,3.0,89.0,3,5473.554735547355,False
Built-up  Area,Ready To Move,"Pai layout , Mahadevapura",6 BHK,2700.0,4.0,2.0,214.0,6,7925.925925925926,True
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1585.0,3.0,2.0,88.0,3,5552.05047318612,False
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1370.0,2.0,1.0,56.17,2,4100.0,False
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1495.0,2.0,2.0,90.0,2,6020.066889632107,False
Super built-up  Area,Ready To Move,frazertown,3 BHK,2000.0,3.0,2.0,210.0,3,10500.0,False
Plot  Area,Ready To Move,Akshayanagara East,5 Bedroom,2400.0,4.0,1.0,300.0,5,12500.0,True
Plot  Area,Ready To Move,Bannerghatta,3 Bedroom,1375.0,3.0,0.0,57.0,3,4145.454545454545,False
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,3715.0,6.0,0.0,224.5,4,6043.06864064603,True
Built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,1400.0,2.0,2.0,48.0,3,3428.5714285714284,False
Super built-up  Area,Ready To Move,Kadugodi,5 BHK,1100.0,5.0,0.0,135.0,5,12272.727272727272,False
Super built-up  Area,21-Dec,Whitefield,1 BHK,665.0,2.0,2.0,28.585,1,4298.496240601504,False
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,1200.0,4.0,2.0,215.0,4,17916.666666666668,False
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1150.0,2.0,2.0,46.0,2,4000.0,False
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1080.0,2.0,1.0,54.0,2,5000.0,False
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,1645.0,3.0,2.0,100.0,3,6079.0273556231,False
Super built-up  Area,Ready To Move,Doddanekundi,3 BHK,1760.0,3.0,3.0,176.0,3,10000.0,False
Built-up  Area,Ready To Move,Venkatadri Layout,1 BHK,595.0,1.0,1.0,42.0,1,7058.823529411765,False
Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,1200.0,3.0,1.0,125.0,3,10416.666666666666,False
Super built-up  Area,18-Dec,JP Nagar,4 BHK,4624.5,4.0,0.0,314.5,4,6800.735214617796,True
Built-up  Area,Ready To Move,Mahaganapathy Nagar,2 BHK,1410.0,2.0,3.0,67.0,2,4751.77304964539,False
Built-up  Area,18-Dec,Huskur,2 BHK,1090.0,2.0,1.0,31.48,2,2888.0733944954127,False
Plot  Area,Ready To Move,Ramagondanahalli,1 Bedroom,540.0,1.0,0.0,30.0,1,5555.555555555556,False
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1300.0,2.0,2.0,60.0,2,4615.384615384615,False
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1890.0,2.0,2.0,85.0,3,4497.354497354498,False
Super built-up  Area,Ready To Move,Belathur,2 BHK,1254.0,2.0,1.0,53.0,2,4226.475279106858,False
Built-up  Area,Ready To Move,Kattigenahalli,7 Bedroom,2800.0,7.0,2.0,125.0,7,4464.285714285715,True
Built-up  Area,Ready To Move,Ulsoor,2 BHK,1275.0,2.0,2.0,120.0,2,9411.764705882353,False
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1245.0,2.0,2.0,68.48,3,5500.401606425703,False
Built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,1170.0,2.0,2.0,86.0,2,7350.427350427351,False
Super built-up  Area,18-Apr,Panathur,2 BHK,1193.0,2.0,1.0,86.0,2,7208.717518860017,False
Super built-up  Area,18-Dec,Chandapura,2 BHK,850.0,2.0,1.0,25.4,2,2988.235294117647,False
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1678.0,3.0,3.0,70.0,3,4171.6328963051255,False
Built-up  Area,Ready To Move,Gunjur,3 BHK,1600.0,3.0,3.0,75.0,3,4687.5,False
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1750.0,3.0,2.0,84.0,3,4800.0,False
Super built-up  Area,18-Nov,Whitefield,2 BHK,1125.0,2.0,2.0,62.0,2,5511.111111111111,False
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,2200.0,4.0,3.0,235.0,4,10681.818181818182,True
Built-up  Area,Ready To Move,HBR Layout,3 BHK,2800.0,2.0,0.0,200.0,3,7142.857142857143,False
Plot  Area,Ready To Move,R.T. Nagar,2 Bedroom,1200.0,2.0,1.0,120.0,2,10000.0,False
Built-up  Area,Ready To Move,Vittal Nagar,2 BHK,1000.0,2.0,1.0,50.0,2,5000.0,False
Built-up  Area,Ready To Move,Sadashiva Nagar,4 BHK,2780.0,5.0,2.0,480.0,4,17266.187050359713,True
Built-up  Area,18-Dec,Electronic City Phase II,3 BHK,1320.0,2.0,1.0,38.13,3,2888.636363636364,False
Super built-up  Area,Ready To Move,2Electronic City Phase II,27 BHK,8000.0,27.0,0.0,230.0,27,2875.0,True
Super built-up  Area,Ready To Move,Ardendale,4 BHK,2422.0,4.0,2.0,160.0,4,6606.110652353427,True
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1100.0,2.0,1.0,50.0,2,4545.454545454545,False
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,882.0,2.0,1.0,30.0,2,3401.360544217687,False
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,1.0,37.0,2,4378.698224852071,False
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,39.0,2,4416.761041902605,False
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,776.5,2.0,2.0,48.145,1,6200.257566001288,False
Super built-up  Area,Ready To Move,Brookefield,3 BHK,1595.0,3.0,3.0,88.0,3,5517.241379310345,False
Built-up  Area,Ready To Move,Whitefield,2 BHK,1280.0,2.0,0.0,85.0,2,6640.625,False
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,920.0,2.0,0.0,35.0,2,3804.3478260869565,False
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1300.0,2.0,3.0,57.0,2,4384.615384615385,False
Super built-up  Area,Ready To Move,Shanthala Nagar,2 BHK,1450.0,1.0,0.0,230.0,2,15862.068965517241,False
Super built-up  Area,Ready To Move,Harlur,3 BHK,1757.0,3.0,2.0,132.0,3,7512.805919180421,False
Super built-up  Area,Ready To Move,Anekal,1 BHK,600.0,1.0,1.0,16.5,1,2750.0,False
Built-up  Area,Ready To Move,Jnanabharathi Layout,4 Bedroom,2400.0,3.0,2.0,142.0,4,5916.666666666667,True
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1240.0,2.0,1.0,44.0,2,3548.3870967741937,False
Plot  Area,Ready To Move,Kadarenahalli,10 Bedroom,750.0,10.0,2.0,90.0,10,12000.0,False
Super built-up  Area,18-Feb,EPIP Zone,2 BHK,1330.0,2.0,1.0,93.36,2,7019.548872180451,False
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1062.0,2.0,1.0,42.47,2,3999.0583804143125,False
Built-up  Area,Ready To Move,JP Nagar,2 BHK,1078.0,2.0,2.0,45.0,2,4174.397031539888,False
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1460.0,2.0,2.0,72.0,3,4931.506849315068,False
Plot  Area,18-Dec,Whitefield,3 Bedroom,1200.0,3.0,2.0,68.5,3,5708.333333333333,False
Super built-up  Area,Ready To Move,Laggere,1 BHK,1200.0,1.0,1.0,48.0,1,4000.0,False
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,912.0,2.0,1.0,39.0,3,4276.315789473684,False
Plot  Area,Ready To Move,Prithvi Layout,4 Bedroom,2028.0,4.0,3.0,162.0,4,7988.165680473373,True
Super built-up  Area,19-Apr,Mysore Road,2 BHK,980.0,2.0,1.0,45.47,2,4639.7959183673465,False
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1000.0,2.0,2.0,40.0,2,4000.0,False
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1050.0,2.0,1.0,62.0,2,5904.761904761905,False
Built-up  Area,18-Dec,Bannerghatta,3 Bedroom,2611.0,3.0,1.0,239.0,3,9153.581003446956,False
Super built-up  Area,Ready To Move,Domlur,3 BHK,1875.0,2.0,2.0,150.0,3,8000.0,False
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1065.0,2.0,1.0,42.6,2,4000.0,False
Built-up  Area,Ready To Move,Sanjay nagar,3 BHK,1800.0,3.0,2.0,180.0,3,10000.0,False
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,1163.0,2.0,2.0,98.86,2,8500.42992261393,False
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,1098.0,2.0,1.0,72.0,2,6557.377049180328,False
Built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,1725.0,2.0,2.0,100.0,3,5797.101449275362,False
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4000.0,4.0,2.0,330.0,4,8250.0,True
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,1128.0,2.0,2.0,75.0,2,6648.936170212766,False
Plot  Area,Ready To Move,Subramanyanagar,8 Bedroom,1320.0,6.0,2.0,200.0,8,15151.515151515152,False
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1705.0,3.0,1.0,74.16,3,4349.560117302053,False
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,1418.0,2.0,2.0,95.0,2,6699.576868829337,False
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,1500.0,3.0,1.0,160.0,3,10666.666666666666,False
Built-up  Area,Ready To Move,Hebbal,2 BHK,1100.0,2.0,2.0,50.0,2,4545.454545454545,False
Super built-up  Area,18-May,Hebbal,2 BHK,812.0,2.0,2.0,55.0,2,6773.399014778325,False
Super built-up  Area,19-Dec,Binny Pete,4 BHK,2817.5,2.0,2.0,204.0,4,7240.461401952085,True
Super built-up  Area,Ready To Move,Doddanekundi,2 BHK,1280.0,2.0,2.0,40.0,2,3125.0,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1420.0,2.0,2.0,136.0,2,9577.464788732394,False
Plot  Area,Ready To Move,1 Ramamurthy Nagar,11 Bedroom,1200.0,11.0,0.0,170.0,11,14166.666666666666,False
Plot  Area,Ready To Move,Kadugondanahalli,6 Bedroom,727.0,6.0,2.0,66.0,6,9078.40440165062,False
Plot  Area,Ready To Move,Banashankari Stage II,4 Bedroom,1200.0,2.0,1.0,150.0,4,12500.0,False
Super built-up  Area,18-May,Old Airport Road,4 BHK,2774.0,4.0,2.0,207.0,4,7462.148521989906,True
Super built-up  Area,Ready To Move,5th Stage BEML Layout,3 BHK,2000.0,3.0,2.0,85.0,3,4250.0,False
Super built-up  Area,Ready To Move,HBR Layout,3 BHK,1722.0,3.0,2.0,95.0,3,5516.8408826945415,False
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2800.0,3.0,1.0,330.0,3,11785.714285714286,False
Plot  Area,Immediate Possession,IVC Road,2 BHK,3817.0,2.0,2.0,124.0,2,3248.6245742729893,False
Carpet  Area,Ready To Move,Jaya Mahal layout,3 BHK,1650.0,3.0,3.0,175.0,3,10606.060606060606,False
Built-up  Area,Ready To Move,BSM Extension,2 BHK,840.0,2.0,2.0,27.0,2,3214.285714285714,False
Built-up  Area,Ready To Move,Jigani,2 BHK,914.0,2.0,2.0,47.0,2,5142.231947483589,False
Super built-up  Area,19-Mar,Hennur Road,3 BHK,1482.0,2.0,2.0,83.73,3,5649.797570850203,False
Super built-up  Area,17-Dec,Kundalahalli,3 BHK,1724.0,3.0,2.0,127.0,3,7366.589327146172,False
Super built-up  Area,Ready To Move,Vijinapura,3 BHK,1670.0,3.0,3.0,91.86,3,5500.5988023952095,False
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,1184.0,2.0,3.0,53.0,2,4476.351351351352,False
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,1200.0,2.0,1.0,55.0,2,4583.333333333333,False
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,1200.0,2.0,0.0,65.0,2,5416.666666666667,False
Super built-up  Area,Ready To Move,Jigani,2 BHK,927.0,2.0,2.0,55.0,2,5933.117583603021,False
Super built-up  Area,Ready To Move,P&T Layout,2 BHK,1242.0,2.0,3.0,39.7,2,3196.45732689211,False
Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,1220.0,3.0,1.0,35.23,3,2887.7049180327863,False
Built-up  Area,Ready To Move,Electronic City,3 BHK,1360.0,2.0,1.0,75.0,3,5514.705882352941,False
Plot  Area,Ready To Move,Brookefield,4 Bedroom,2800.0,4.0,2.0,240.0,4,8571.42857142857,True
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1180.0,2.0,2.0,72.0,2,6101.6949152542375,False
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1697.0,3.0,2.0,108.0,3,6364.172068355922,False
Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,550.0,2.0,1.0,26.0,2,4727.272727272727,False
Super built-up  Area,Ready To Move,Hennur,2 BHK,1225.0,2.0,1.0,57.0,2,4653.061224489796,False
Super built-up  Area,Ready To Move,Byrasandra,3 BHK,1690.0,2.0,2.0,55.0,3,3254.437869822485,False
Super built-up  Area,Ready To Move,Veerannapalya,3 BHK,1488.0,3.0,2.0,57.0,3,3830.6451612903224,False
Built-up  Area,Ready To Move,Chowdeshwari Layout,3 BHK,1250.0,2.0,1.0,80.0,3,6400.0,False
Super built-up  Area,Ready To Move,JP Nagar,1 BHK,1050.0,1.0,1.0,44.0,1,4190.476190476191,False
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1027.0,2.0,2.0,44.0,2,4284.323271665044,False
Super built-up  Area,21-May,Kanakpura Road,3 BHK,1699.0,3.0,3.0,81.94,3,4822.836962919364,False
Built-up  Area,Ready To Move,Whitefield,2 BHK,1205.0,2.0,2.0,58.0,2,4813.278008298756,False
Plot  Area,Ready To Move,Mathikere Extension,4 Bedroom,712.0,2.0,1.0,67.5,4,9480.337078651686,False
Super built-up  Area,18-Feb,Horamavu Agara,2 BHK,950.0,2.0,3.0,39.0,2,4105.263157894737,False
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,1200.0,2.0,0.0,70.0,2,5833.333333333333,False
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1476.0,3.0,1.0,120.0,3,8130.081300813008,False
Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1070.0,2.0,1.0,55.0,2,5140.186915887851,False
Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,2160.0,4.0,2.0,172.0,3,7962.962962962963,False
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,1296.0,2.0,1.0,75.0,2,5787.037037037037,False
Built-up  Area,Ready To Move,Chikkalasandra,2 Bedroom,1800.0,1.0,1.0,128.0,2,7111.111111111111,False
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1570.0,3.0,3.0,64.5,3,4108.28025477707,False
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1300.0,2.0,3.0,110.0,2,8461.538461538461,False
